0
"[[ 99.    1.9]
 [ 66.    2.7]
 [ 65.    1.4]
 ...
 [ 66.    2. ]
 [133.   20.2]
 [6.60000e+01 8.90000e+00]
 [6.60000e+01 1.35000e+01]
 [6.50000e+01 2.64000e+01]
 [6.60000e+01 2.84200e+02]
 [6.60000e+01 8.10000e+00]
 [6.60000e+01 7.63500e+02]
 [6.60000e+01 1.66000e+01]
 [6.60000e+01 1.70000e+00]
 [9.50000e+01 1.10000e+01]
 [6.60000e+01 1.70000e+01]
 [6.60000e+01 9.00000e-01]
 [6.60000e+01 1.60000e+00]
 [6.60000e+01 9.00000e-01]
 [6.60000e+01 9.90000e+00]
 [6.60000e+01 2.00000e+00]
 [1.33000e+02 1.18000e+01]
 [6.60000e+01 2.00000e+00]
 [6.60000e+01 1.50000e+00]
 [6.60000e+01 1.15000e+01]
 [1.33000e+02 2.10000e+01]
 [6.70000e+01 1.20000e+00]
 [6.60000e+01 8.30000e+00]
 [6.60000e+01 1.12900e+02]
 [1.33000e+02 8.30000e+02]
 [1.00000e+02 7.62700e+02]
 [1.33000e+02 6.66700e+02]
 [1.32000e+02 1.90000e+01]
 [6.60000e+01 6.00000e-01]
 [6.60000e+01 2.80000e+00]
 [6.60000e+01 1.03000e+01]
 [6.60000e+01 2.00000e+00]
 [6.60000e+01 7.30000e+00]
 [1.33000e+02 1.89000e+01]
 [1.32000e+02 9.40000e+00]
 [1.00000e+02 2.90000e+00]
 [9.90000e+01 2.24000e+01]
 [6.60000e+01 8.40000e+00]
 [6.60000e+01 1.00000e+00]
 [6.60000e+01 1.92000e+01]
 [6.60000e+01 1.05000e+01]
 [6.60000e+01 6.20000e+00]
 [6.60000e+01 1.60000e+00]
 [6.60000e+01 1.80000e+00]
 [6.60000e+01 2.80000e+00]
 [6.60000e+01 2.40000e+00]
 [6.60000e+01 2.60000e+00]
 [1.66000e+02 3.75300e+02]
 [9.70000e+01 1.91000e+01]
 [9.90000e+01 1.48000e+01]
 [6.60000e+01 4.50000e+00]
 [1.33000e+02 1.19000e+01]
 [6.60000e+01 2.66100e+02]
 [6.60000e+01 5.19300e+02]
 [6.60000e+01 3.50000e+00]
 [6.60000e+01 8.00000e+00]
 [6.50000e+01 5.30000e+00]
 [6.60000e+01 7.00000e-01]
 [6.60000e+01 2.00000e+00]
 [6.60000e+01 3.30000e+00]
 [6.70000e+01 2.40000e+00]
 [6.60000e+01 2.40000e+00]
 [6.60000e+01 2.90000e+00]
 [6.60000e+01 2.00000e+00]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 1.72000e+01]
 [6.60000e+01 1.20000e+00]
 [6.60000e+01 1.03000e+01]
 [9.90000e+01 7.20000e+01]
 [6.60000e+01 2.24800e+02]
 [9.90000e+01 3.88900e+02]
 [6.60000e+01 6.80000e+00]
 [6.60000e+01 1.36600e+02]
 [6.60000e+01 1.44000e+01]
 [2.22000e+02 3.37000e+01]
 [6.60000e+01 1.25000e+01]
 [6.60000e+01 2.20000e+00]
 [9.90000e+01 2.23000e+01]
 [6.60000e+01 9.00000e-01]
 [6.60000e+01 6.60000e+00]
 [6.50000e+01 4.00000e-01]
 [6.60000e+01 9.30000e+00]
 [1.00000e+02 2.60000e+00]
 [6.60000e+01 6.70000e+00]
 [1.00000e+02 8.00000e+00]
 [6.50000e+01 2.10000e+00]
 [1.33000e+02 4.50000e+00]
 [9.90000e+01 1.53000e+01]
 [6.60000e+01 6.00000e+00]
 [6.60000e+01 1.80000e+00]
 [6.30000e+01 3.50000e+00]
 [6.60000e+01 1.08000e+01]
 [6.60000e+01 7.10000e+00]
 [6.50000e+01 2.14000e+01]
 [6.60000e+01 4.60000e+00]
 [1.33000e+02 1.98000e+01]
 [9.90000e+01 1.24700e+02]
 [6.70000e+01 1.68760e+03]
 [1.32000e+02 1.11000e+01]
 [9.90000e+01 3.74810e+03]
 [1.33000e+02 1.77000e+01]
 [9.90000e+01 2.10000e+00]
 [6.60000e+01 2.30000e+00]
 [6.60000e+01 9.10000e+00]
 [6.60000e+01 4.90000e+00]
 [1.32000e+02 1.30000e+01]
 [6.60000e+01 1.80000e+00]
 [9.40000e+01 2.03000e+01]
 [6.60000e+01 8.00000e-01]
 [6.60000e+01 1.14000e+01]
 [6.60000e+01 4.60000e+00]
 [6.60000e+01 7.50000e+00]
 [6.60000e+01 5.00000e+00]
 [6.60000e+01 2.10000e+00]
 [1.33000e+02 1.16000e+01]
 [1.33000e+02 1.74000e+01]
 [6.60000e+01 2.27000e+01]
 [6.60000e+01 1.55000e+01]
 [6.60000e+01 2.50000e+00]
 [6.60000e+01 7.00000e-01]
 [6.60000e+01 1.70000e+00]
 [6.50000e+01 2.42000e+01]
 [6.60000e+01 2.03000e+01]
 [6.60000e+01 3.60000e+00]
 [6.60000e+01 2.60000e+00]
 [6.60000e+01 1.09000e+01]
 [6.60000e+01 8.00000e+00]
 [6.60000e+01 7.00000e-01]
 [9.90000e+01 4.60000e+00]
 [6.60000e+01 3.40000e+00]
 [6.60000e+01 8.00000e-01]
 [6.60000e+01 3.30000e+00]
 [6.60000e+01 1.40000e+00]
 [6.40000e+01 3.70000e+00]
 [1.00000e+02 5.90000e+00]
 [9.90000e+01 8.80000e+00]
 [6.60000e+01 8.80000e+00]
 [1.33000e+02 2.90000e+00]
 [6.60000e+01 8.00000e-01]
 [6.60000e+01 4.20000e+00]
 [6.60000e+01 1.62000e+01]
 [6.60000e+01 2.70000e+00]
 [6.60000e+01 8.70000e+00]
 [6.60000e+01 1.35000e+01]
 [6.60000e+01 1.40400e+02]
 [6.60000e+01 6.00000e+00]
 [6.60000e+01 8.06000e+01]
 [9.90000e+01 2.31120e+03]
 [6.60000e+01 2.43000e+01]
 [6.60000e+01 1.70000e+00]
 [1.00000e+02 1.29000e+01]
 [9.60000e+01 1.49000e+01]
 [9.90000e+01 1.23000e+01]
 [6.60000e+01 6.00000e-01]
 [6.60000e+01 2.16000e+01]
 [9.90000e+01 1.48000e+01]
 [6.60000e+01 6.00000e-01]
 [6.40000e+01 4.60000e+00]
 [6.60000e+01 1.20000e+00]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 2.50000e+00]
 [6.60000e+01 5.90000e+00]
 [6.60000e+01 7.40000e+00]
 [6.60000e+01 1.00000e+00]
 [6.60000e+01 2.70000e+00]
 [6.60000e+01 5.90000e+00]
 [6.60000e+01 1.15000e+01]
 [6.60000e+01 1.40000e+01]
 [6.60000e+01 5.90000e+00]
 [6.60000e+01 4.30000e+00]
 [1.32000e+02 1.39000e+01]
 [6.60000e+01 1.90000e+00]
 [9.90000e+01 1.06000e+01]
 [6.50000e+01 2.30000e+00]
 [6.60000e+01 4.10000e+00]
 [9.90000e+01 1.08000e+01]
 [9.90000e+01 4.50000e+00]
 [9.90000e+01 1.13000e+01]
 [6.60000e+01 6.90000e+00]
 [6.60000e+01 5.20000e+00]
 [6.60000e+01 1.20000e+00]
 [9.90000e+01 2.20000e+01]
 [1.32000e+02 2.01500e+02]
 [6.70000e+01 5.20000e+00]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 6.40000e+00]
 [6.60000e+01 5.00000e+00]
 [6.60000e+01 1.03000e+01]
 [9.90000e+01 2.54000e+01]
 [9.90000e+01 2.20900e+02]
 [6.60000e+01 1.41000e+01]
 [2.66000e+02 4.72000e+01]
 [6.60000e+01 1.16438e+04]
 [6.60000e+01 1.11000e+01]
 [6.60000e+01 1.28000e+01]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 1.44000e+01]
 [6.60000e+01 2.70000e+00]
 [1.33000e+02 1.45000e+01]
 [9.90000e+01 4.50000e+01]
 [6.60000e+01 1.90000e+00]
 [6.60000e+01 2.80000e+00]
 [6.60000e+01 4.30000e+00]
 [6.60000e+01 5.10000e+00]
 [6.60000e+01 2.00000e+00]
 [6.60000e+01 2.30000e+00]
 [6.60000e+01 1.70000e+00]
 [6.60000e+01 1.60000e+00]
 [1.32000e+02 1.09000e+01]
 [6.60000e+01 2.80000e+00]
 [1.33000e+02 1.21000e+01]
 [6.60000e+01 1.18000e+01]
 [1.97000e+02 3.49000e+01]
 [9.90000e+01 1.00000e+01]
 [1.06000e+02 2.60000e+00]
 [6.60000e+01 2.40000e+00]
 [6.60000e+01 3.90000e+00]
 [9.90000e+01 1.85000e+01]
 [9.90000e+01 4.00000e+00]
 [6.60000e+01 5.80000e+00]
 [6.60000e+01 2.80000e+00]
 [6.60000e+01 1.63000e+01]
 [9.90000e+01 5.00000e-01]
 [6.60000e+01 8.10000e+00]
 [9.90000e+01 1.90000e+00]
 [6.60000e+01 5.70000e+00]
 [6.60000e+01 1.50000e+00]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 2.06000e+01]
 [1.00000e+02 6.70000e+00]
 [9.90000e+01 5.63800e+02]
 [3.32000e+02 4.55000e+01]
 [1.33000e+02 1.10000e+01]
 [6.60000e+01 4.80000e+00]
 [6.60000e+01 5.40000e+00]
 [6.60000e+01 8.90000e+00]
 [6.60000e+01 2.80000e+00]
 [1.33000e+02 4.70000e+00]
 [6.60000e+01 2.60000e+00]
 [6.60000e+01 3.90000e+00]
 [6.60000e+01 1.85000e+01]
 [1.32000e+02 4.20000e+00]
 [9.90000e+01 1.15000e+01]
 [6.60000e+01 6.80000e+00]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 3.90000e+00]
 [9.90000e+01 2.50000e+00]
 [6.60000e+01 1.45000e+01]
 [6.60000e+01 4.30000e+00]
 [6.60000e+01 2.50000e+00]
 [6.70000e+01 6.20000e+00]
 [6.60000e+01 7.00000e-01]
 [6.60000e+01 3.90000e+00]
 [6.60000e+01 1.50000e+00]
 [6.60000e+01 5.00000e-01]
 [9.90000e+01 4.80000e+00]
 [6.50000e+01 2.20000e+00]
 [6.60000e+01 3.30000e+00]
 [6.60000e+01 9.00000e-01]
 [6.60000e+01 1.50000e+00]
 [6.70000e+01 8.50000e+00]
 [6.60000e+01 1.08000e+01]
 [6.60000e+01 1.52000e+01]
 [6.60000e+01 4.64000e+02]
 [6.60000e+01 2.77000e+01]
 [6.60000e+01 2.69000e+01]
 [1.33000e+02 4.05000e+01]
 [6.60000e+01 4.80000e+00]
 [1.99000e+02 2.25000e+01]
 [6.60000e+01 4.04900e+02]
 [9.90000e+01 1.77900e+02]
 [6.60000e+01 1.20000e+00]
 [6.60000e+01 1.80000e+00]
 [6.60000e+01 1.00000e+00]
 [6.60000e+01 3.20000e+00]
 [6.60000e+01 1.01000e+01]
 [9.90000e+01 6.40000e+00]]"
"[[6.60000e+01 1.30000e+00]
 [1.33000e+02 8.60000e+00]
 [1.00000e+02 2.60000e+00]
 [6.60000e+01 6.40000e+00]
 [6.60000e+01 4.80000e+00]
 [6.60000e+01 2.90000e+00]
 [6.60000e+01 8.00000e-01]
 [6.60000e+01 2.20000e+00]
 [6.40000e+01 5.40000e+00]
 [1.33000e+02 6.70000e+00]
 [1.33000e+02 9.10000e+00]
 [1.32000e+02 4.98000e+01]
 [6.60000e+01 1.76000e+01]
 [6.60000e+01 1.20000e+00]
 [6.60000e+01 2.38000e+01]
 [1.00000e+02 9.90000e+00]
 [6.60000e+01 1.40000e+00]
 [1.33000e+02 1.36000e+01]
 [1.33000e+02 1.77000e+01]
 [6.60000e+01 2.20000e+00]
 [6.60000e+01 9.00000e-01]
 [6.60000e+01 5.00000e-01]
 [6.60000e+01 3.50000e+00]
 [9.90000e+01 1.90000e+00]
 [6.60000e+01 1.50000e+00]
 [6.60000e+01 3.50000e+00]
 [6.60000e+01 7.40000e+00]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 1.90000e+00]
 [9.90000e+01 1.50000e+00]
 [9.90000e+01 5.70000e+00]
 [6.60000e+01 6.20000e+00]
 [6.60000e+01 3.20000e+01]
 [6.60000e+01 1.40000e+00]
 [2.66000e+02 6.05200e+02]
 [6.70000e+01 6.00000e-01]
 [6.70000e+01 4.00000e-01]
 [6.60000e+01 6.70000e+00]
 [6.60000e+01 8.00000e-01]
 [9.90000e+01 2.13900e+02]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 4.40000e+00]
 [6.60000e+01 9.50000e+00]
 [1.33000e+02 1.93000e+01]
 [1.33000e+02 1.83000e+01]
 [9.90000e+01 2.58000e+01]
 [6.60000e+01 1.20000e+00]
 [9.90000e+01 2.90000e+00]
 [9.90000e+01 4.40000e+00]
 [9.90000e+01 1.30000e+01]
 [9.90000e+01 1.01000e+01]
 [6.60000e+01 4.10000e+00]
 [1.33000e+02 1.37000e+01]
 [6.60000e+01 7.40000e+00]
 [6.70000e+01 1.50000e+00]
 [6.60000e+01 5.40000e+00]
 [1.99000e+02 5.80000e+00]
 [6.10000e+01 2.90000e+00]
 [1.00000e+02 1.38700e+02]
 [6.60000e+01 6.00000e-01]
 [9.90000e+01 9.00000e-01]
 [9.90000e+01 2.00000e+00]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 7.00000e-01]
 [9.90000e+01 1.80000e+01]
 [6.60000e+01 1.10000e+00]
 [1.33000e+02 6.30000e+00]
 [1.66000e+02 3.74200e+02]
 [1.00000e+02 8.80000e+00]
 [6.60000e+01 2.70000e+00]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 5.90000e+00]
 [6.60000e+01 7.10000e+00]
 [1.00000e+02 2.92100e+02]
 [1.33000e+02 1.07000e+01]
 [6.60000e+01 5.00000e-01]
 [6.60000e+01 4.50200e+02]
 [6.60000e+01 1.80000e+00]
 [1.66000e+02 2.44000e+01]
 [6.70000e+01 9.00000e-01]
 [6.60000e+01 9.00000e-01]
 [6.60000e+01 1.20000e+00]
 [6.60000e+01 9.00000e-01]
 [6.60000e+01 5.90000e+00]
 [6.60000e+01 1.49000e+01]
 [9.90000e+01 1.59000e+01]
 [7.20000e+01 1.24500e+02]
 [6.60000e+01 4.60000e+00]
 [1.32000e+02 1.23000e+01]
 [6.60000e+01 7.40000e+00]
 [1.33000e+02 2.80000e+00]
 [6.60000e+01 7.40000e+00]
 [6.60000e+01 9.30000e+00]
 [1.32000e+02 3.00000e+00]
 [6.60000e+01 1.50000e+00]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 2.40000e+00]
 [1.33000e+02 1.35490e+03]
 [6.60000e+01 1.59000e+01]
 [6.60000e+01 1.90000e+00]
 [1.00000e+02 4.60000e+00]
 [6.60000e+01 3.40000e+00]
 [1.33000e+02 3.66000e+01]
 [6.60000e+01 7.00000e-01]
 [9.90000e+01 2.56000e+01]
 [6.60000e+01 2.40000e+00]
 [1.01000e+02 1.00000e+00]
 [9.90000e+01 2.04000e+01]
 [9.90000e+01 1.61000e+01]
 [6.60000e+01 1.94000e+01]
 [1.00000e+02 1.56000e+01]
 [6.60000e+01 4.90000e+00]
 [9.90000e+01 1.94000e+01]
 [9.90000e+01 1.52500e+02]
 [6.60000e+01 7.10000e+00]
 [6.60000e+01 2.52000e+01]
 [6.60000e+01 1.15000e+01]
 [6.60000e+01 1.01000e+01]
 [9.90000e+01 1.43000e+01]
 [1.00000e+02 3.06000e+01]
 [6.60000e+01 2.30000e+00]
 [6.60000e+01 5.60000e+00]
 [9.90000e+01 1.45000e+01]
 [6.60000e+01 8.30000e+00]
 [6.50000e+01 7.00000e+00]
 [1.33000e+02 3.25000e+01]
 [6.60000e+01 1.49000e+01]
 [6.60000e+01 8.80000e+00]
 [9.90000e+01 5.66000e+01]
 [1.66000e+02 2.91000e+01]
 [9.90000e+01 1.53000e+01]
 [9.90000e+01 2.11000e+01]
 [9.90000e+01 7.76300e+02]
 [1.00000e+02 1.89000e+01]
 [6.60000e+01 1.39000e+01]
 [6.70000e+01 6.00000e+00]
 [6.60000e+01 5.80000e+00]
 [1.33000e+02 1.28000e+01]
 [6.60000e+01 3.40000e+00]
 [6.60000e+01 3.80000e+00]
 [1.33000e+02 2.54000e+01]
 [6.60000e+01 1.00000e+00]
 [1.32000e+02 4.96000e+01]
 [1.66000e+02 3.25000e+01]
 [1.66000e+02 2.26400e+02]
 [2.33000e+02 3.11000e+01]
 [6.60000e+01 6.16500e+02]
 [6.60000e+01 5.15000e+01]
 [1.33000e+02 3.19000e+01]
 [6.60000e+01 2.36000e+01]
 [6.60000e+01 1.04000e+01]
 [6.60000e+01 4.00000e+00]
 [6.60000e+01 8.00000e-01]
 [6.60000e+01 8.20000e+00]
 [6.60000e+01 1.83000e+01]
 [9.90000e+01 2.31000e+01]
 [1.66000e+02 2.25000e+01]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 1.10000e+00]
 [9.90000e+01 1.13800e+02]
 [9.90000e+01 2.23700e+02]
 [6.60000e+01 1.20000e+00]
 [6.60000e+01 7.00000e-01]
 [6.60000e+01 9.00000e-01]
 [6.60000e+01 2.60000e+00]
 [6.60000e+01 5.60000e+00]
 [6.60000e+01 2.70000e+00]
 [9.90000e+01 6.20000e+00]
 [6.60000e+01 5.00000e-01]
 [6.60000e+01 2.90000e+00]
 [1.33000e+02 1.37000e+01]
 [6.60000e+01 8.10000e+00]
 [1.33000e+02 4.70000e+01]
 [1.00000e+02 1.64000e+01]
 [6.60000e+01 9.80000e+00]
 [6.60000e+01 2.48000e+01]
 [6.60000e+01 1.72000e+01]
 [6.60000e+01 6.50000e+00]
 [6.60000e+01 4.50000e+00]
 [6.60000e+01 7.40000e+00]
 [6.60000e+01 7.10000e+00]
 [1.66000e+02 4.00000e+00]
 [9.90000e+01 3.00000e+00]
 [9.90000e+01 1.23000e+01]
 [6.60000e+01 1.03000e+01]
 [9.90000e+01 2.73000e+01]
 [6.60000e+01 2.81700e+02]
 [9.90000e+01 3.74500e+02]
 [6.60000e+01 7.00000e-01]
 [6.60000e+01 8.00000e-01]
 [6.50000e+01 1.83000e+01]
 [6.60000e+01 1.16000e+01]
 [9.90000e+01 1.43000e+01]
 [6.60000e+01 6.20000e+00]
 [6.60000e+01 3.40000e+00]
 [6.60000e+01 8.00000e-01]
 [6.60000e+01 8.20000e+00]
 [6.90000e+01 1.83000e+01]
 [9.90000e+01 1.62000e+01]
 [6.60000e+01 3.17000e+01]
 [9.90000e+01 2.91100e+02]
 [6.60000e+01 4.90000e+00]
 [6.60000e+01 6.80000e+00]
 [6.60000e+01 1.87000e+01]
 [1.66000e+02 2.31000e+01]
 [1.66000e+02 4.16000e+01]
 [9.90000e+01 2.84000e+01]
 [9.90000e+01 9.70000e+00]
 [6.60000e+01 7.80000e+00]
 [9.90000e+01 1.25900e+02]
 [6.60000e+01 9.20000e+00]
 [6.60000e+01 1.30000e+00]
 [1.00000e+02 1.80000e+01]
 [6.60000e+01 2.70000e+00]
 [6.60000e+01 2.10000e+00]
 [1.34000e+02 1.02000e+01]
 [6.60000e+01 5.50000e+00]
 [2.99000e+02 5.03000e+01]
 [6.60000e+01 8.20000e+00]
 [1.33000e+02 2.70000e+01]
 [9.90000e+01 3.44800e+02]
 [6.60000e+01 9.00000e+00]
 [6.60000e+01 9.00000e-01]
 [1.66000e+02 2.54000e+01]
 [1.30000e+02 7.80000e+00]
 [9.90000e+01 6.00000e+00]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 2.00000e+00]
 [6.60000e+01 4.60000e+00]
 [6.60000e+01 2.50000e+00]
 [6.60000e+01 5.00000e-01]
 [6.60000e+01 8.00000e-01]
 [9.90000e+01 3.50000e+00]
 [6.70000e+01 5.00000e-01]
 [6.60000e+01 8.11000e+01]
 [6.60000e+01 1.05000e+01]
 [9.90000e+01 3.18000e+01]
 [6.00000e+01 8.50000e+00]
 [6.60000e+01 2.32000e+01]
 [6.60000e+01 2.50000e+00]
 [6.60000e+01 4.90000e+00]
 [6.60000e+01 2.15000e+01]
 [6.60000e+01 2.84110e+03]
 [6.60000e+01 1.20000e+00]
 [6.60000e+01 3.81000e+01]
 [1.99000e+02 7.16000e+01]
 [1.66000e+02 3.87000e+01]
 [6.60000e+01 5.10000e+00]
 [9.90000e+01 1.63000e+01]
 [1.99000e+02 2.44000e+01]
 [6.60000e+01 2.05000e+01]
 [1.33000e+02 4.23000e+01]
 [6.80000e+01 6.51400e+02]
 [9.90000e+01 4.64000e+01]
 [6.60000e+01 2.62000e+01]
 [6.60000e+01 4.70000e+00]
 [6.60000e+01 2.65000e+01]
 [1.66000e+02 3.99000e+01]
 [6.60000e+01 2.90000e+01]
 [6.80000e+01 1.59000e+01]
 [6.50000e+01 1.82000e+01]
 [6.60000e+01 7.13000e+01]
 [9.90000e+01 1.00000e+00]
 [6.60000e+01 5.40000e+00]
 [9.90000e+01 8.50000e+00]
 [6.60000e+01 9.00000e-01]
 [9.90000e+01 1.92000e+01]
 [6.50000e+01 7.10000e+00]
 [1.00000e+02 2.22000e+01]
 [1.33000e+02 3.47000e+01]
 [1.33000e+02 3.20000e+01]
 [9.90000e+01 1.47000e+01]
 [6.60000e+01 4.21400e+02]
 [1.65000e+02 1.37800e+02]
 [6.60000e+01 1.10610e+03]
 [1.99000e+02 5.66000e+02]
 [1.33000e+02 3.21000e+01]
 [6.60000e+01 1.90000e+00]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 9.40000e+00]
 [6.60000e+01 2.40000e+00]
 [6.60000e+01 1.00000e+01]
 [6.60000e+01 1.90000e+00]
 [6.60000e+01 7.60000e+00]
 [6.60000e+01 7.60000e+00]
 [1.99000e+02 3.28000e+01]
 [1.66000e+02 4.39000e+01]
 [1.99000e+02 1.74000e+01]
 [9.90000e+01 1.60000e+00]
 [2.32000e+02 2.66000e+01]
 [6.60000e+01 4.70000e+00]
 [6.60000e+01 1.30000e+00]
 [6.40000e+01 1.20000e+00]
 [9.90000e+01 1.85000e+01]
 [7.10000e+01 2.00000e+00]
 [6.60000e+01 4.40000e+00]
 [6.60000e+01 7.80000e+00]
 [6.60000e+01 2.37000e+01]
 [1.00000e+02 1.13996e+04]
 [6.60000e+01 2.17000e+01]
 [6.60000e+01 1.10000e+01]
 [6.60000e+01 1.48000e+02]
 [6.60000e+01 1.41000e+01]
 [6.60000e+01 7.10000e+00]
 [9.90000e+01 6.34967e+04]
 [6.60000e+01 1.30000e+01]
 [6.60000e+01 4.70000e+00]
 [9.90000e+01 9.30000e+00]
 [9.90000e+01 7.91400e+02]
 [6.60000e+01 6.60000e+00]
 [1.31000e+02 1.02000e+01]
 [1.65000e+02 1.60000e+01]
 [6.60000e+01 3.20000e+00]
 [6.60000e+01 6.40000e+00]
 [6.60000e+01 4.90000e+00]
 [6.60000e+01 8.20000e+00]
 [1.33000e+02 1.48000e+01]
 [6.60000e+01 3.20000e+00]
 [6.20000e+01 2.98000e+02]
 [1.99000e+02 2.35000e+01]
 [9.90000e+01 3.30000e+00]
 [6.70000e+01 7.90000e+00]
 [6.60000e+01 1.00000e+01]
 [9.90000e+01 3.18000e+01]
 [1.33000e+02 2.23000e+01]
 [6.60000e+01 7.00000e-01]
 [6.60000e+01 7.90000e+00]
 [9.90000e+01 1.80000e+01]
 [1.32000e+02 3.58000e+01]
 [9.90000e+01 1.84000e+01]
 [6.60000e+01 4.70000e+00]
 [6.60000e+01 5.50000e+00]
 [6.60000e+01 2.77000e+01]
 [6.60000e+01 1.29000e+01]
 [9.80000e+01 1.22000e+01]
 [6.60000e+01 1.26000e+01]
 [1.32000e+02 1.94000e+01]
 [1.34000e+02 3.34000e+01]
 [6.60000e+01 8.00000e-01]
 [6.60000e+01 7.10000e+00]
 [6.60000e+01 6.00000e+00]
 [1.66000e+02 1.81000e+01]
 [6.60000e+01 4.20000e+00]
 [6.60000e+01 4.10000e+00]
 [6.60000e+01 1.09000e+01]
 [6.60000e+01 1.10000e+01]
 [6.60000e+01 6.60000e+00]
 [6.80000e+01 1.60000e+00]
 [6.60000e+01 2.60000e+00]
 [6.60000e+01 3.80000e+00]
 [1.33000e+02 5.90000e+00]
 [9.90000e+01 6.70000e+00]
 [6.60000e+01 8.00000e-01]
 [9.90000e+01 1.48000e+01]
 [1.34000e+02 1.14000e+01]
 [6.60000e+01 5.00000e-01]
 [6.90000e+01 3.40000e+00]
 [6.60000e+01 1.32000e+01]
 [6.60000e+01 2.40000e+00]
 [6.60000e+01 1.20000e+00]
 [6.60000e+01 1.27000e+01]
 [6.60000e+01 1.39000e+01]
 [6.60000e+01 1.43000e+01]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 1.40000e+00]
 [6.60000e+01 1.29000e+01]
 [1.33000e+02 4.70000e+01]
 [9.90000e+01 9.40000e+00]
 [9.90000e+01 1.06000e+01]
 [6.60000e+01 3.50000e+00]
 [6.60000e+01 1.12000e+01]
 [6.60000e+01 4.65800e+02]
 [9.90000e+01 8.00000e+00]
 [1.00000e+02 2.95000e+01]
 [9.90000e+01 2.63000e+01]
 [1.33000e+02 3.65000e+01]
 [9.90000e+01 9.30000e+00]
 [9.90000e+01 1.59000e+01]
 [6.60000e+01 2.80000e+00]
 [6.60000e+01 1.82000e+01]
 [1.32000e+02 1.68000e+01]
 [1.01000e+02 2.50000e+01]
 [9.90000e+01 1.40000e+00]
 [1.33000e+02 2.81000e+01]
 [1.31000e+02 1.28500e+02]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 1.70000e+00]
 [6.60000e+01 3.00000e-01]
 [6.60000e+01 8.00000e-01]
 [6.60000e+01 1.75000e+01]
 [6.60000e+01 9.40000e+00]
 [6.60000e+01 3.79000e+01]
 [6.60000e+01 4.33000e+01]
 [6.60000e+01 1.00000e+01]
 [1.66000e+02 2.43000e+01]
 [6.60000e+01 1.11700e+02]
 [9.90000e+01 6.79000e+01]
 [1.33000e+02 1.43000e+01]
 [6.60000e+01 9.20000e+00]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 5.60000e+00]
 [6.60000e+01 1.00000e+00]
 [9.90000e+01 1.49000e+01]
 [6.60000e+01 9.50000e+00]
 [6.60000e+01 1.70000e+00]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 1.12000e+01]
 [1.33000e+02 1.57000e+01]
 [9.90000e+01 4.60000e+00]
 [6.60000e+01 4.90000e+00]
 [6.60000e+01 7.00000e-01]
 [6.60000e+01 2.29000e+01]
 [6.60000e+01 2.01780e+03]
 [6.60000e+01 1.18000e+01]
 [9.90000e+01 6.92000e+01]
 [6.60000e+01 1.39000e+01]
 [1.33000e+02 1.30000e+01]
 [6.60000e+01 2.70000e+00]
 [6.60000e+01 5.90000e+00]
 [6.60000e+01 1.10000e+00]
 [2.99000e+02 3.46000e+01]
 [6.60000e+01 6.70000e+00]
 [6.60000e+01 1.12000e+01]
 [9.90000e+01 1.91000e+01]
 [1.00000e+02 2.16000e+01]
 [6.60000e+01 1.37000e+01]
 [1.33000e+02 3.66000e+01]
 [1.33000e+02 5.10000e+00]
 [9.90000e+01 1.00000e+01]
 [6.60000e+01 5.90000e+00]
 [6.60000e+01 2.80000e+00]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 6.70000e+00]
 [1.00000e+02 8.20000e+00]
 [6.60000e+01 5.30000e+00]
 [6.60000e+01 9.70000e+00]
 [6.60000e+01 1.00000e+00]
 [1.66000e+02 2.00000e+02]
 [6.60000e+01 1.17000e+01]
 [6.60000e+01 1.10000e+00]
 [6.60000e+01 6.00000e-01]
 [6.40000e+01 5.60000e+00]
 [6.60000e+01 4.78800e+02]
 [1.00000e+02 4.14900e+02]
 [6.60000e+01 2.20000e+00]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 1.70000e+00]
 [6.60000e+01 1.10000e+00]
 [1.32000e+02 1.90000e+00]
 [6.60000e+01 5.70000e+00]
 [9.90000e+01 7.50000e+00]
 [1.33000e+02 6.55100e+02]
 [1.99000e+02 1.32000e+01]
 [6.60000e+01 6.00000e-01]
 [1.00000e+02 1.10000e+00]
